                                                                                                                                                                                                                                                     
{'loss': 1.9836, 'grad_norm': 16.52513313293457, 'learning_rate': 2e-05, 'num_tokens': 4718.0, 'mean_token_accuracy': 0.46013160049915314, 'epoch': 0.0}
{'loss': 1.4525, 'grad_norm': 8.789732933044434, 'learning_rate': 1.9980000000000002e-05, 'num_tokens': 52940.0, 'mean_token_accuracy': 0.16355599462985992, 'epoch': 0.0}
{'loss': 1.7115, 'grad_norm': 7.877556324005127, 'learning_rate': 1.9978e-05, 'num_tokens': 58208.0, 'mean_token_accuracy': 0.4367847219109535, 'epoch': 0.01}
{'loss': 1.3375, 'grad_norm': 8.281065940856934, 'learning_rate': 1.9976000000000003e-05, 'num_tokens': 60807.0, 'mean_token_accuracy': 0.17391304671764374, 'epoch': 0.01}
{'loss': 1.5797, 'grad_norm': 6.991854190826416, 'learning_rate': 1.9974000000000002e-05, 'num_tokens': 64914.0, 'mean_token_accuracy': 0.44609906524419785, 'epoch': 0.01}
{'loss': 1.2779, 'grad_norm': 6.767261505126953, 'learning_rate': 1.9972e-05, 'num_tokens': 67794.0, 'mean_token_accuracy': 0.16533251106739044, 'epoch': 0.01}
{'loss': 1.5907, 'grad_norm': 5.449078559875488, 'learning_rate': 1.9970000000000004e-05, 'num_tokens': 71625.0, 'mean_token_accuracy': 0.4530358910560608, 'epoch': 0.01}
{'loss': 1.2173, 'grad_norm': 4.416989803314209, 'learning_rate': 1.9968e-05, 'num_tokens': 78012.0, 'mean_token_accuracy': 0.34128589928150177, 'epoch': 0.01}
{'loss': 1.4106, 'grad_norm': 7.014233112335205, 'learning_rate': 1.9966e-05, 'num_tokens': 83113.0, 'mean_token_accuracy': 0.3310469686985016, 'epoch': 0.01}
{'loss': 1.3438, 'grad_norm': 6.2312703132629395, 'learning_rate': 1.9964e-05, 'num_tokens': 86443.0, 'mean_token_accuracy': 0.31952306628227234, 'epoch': 0.01}
{'loss': 1.1909, 'grad_norm': 5.054686546325684, 'learning_rate': 1.9962000000000003e-05, 'num_tokens': 91248.0, 'mean_token_accuracy': 0.3468009829521179, 'epoch': 0.01}
{'loss': 1.3332, 'grad_norm': 5.648211479187012, 'learning_rate': 1.9960000000000002e-05, 'num_tokens': 95952.0, 'mean_token_accuracy': 0.3205462545156479, 'epoch': 0.01}
{'loss': 1.258, 'grad_norm': 8.309216499328613, 'learning_rate': 1.9958e-05, 'num_tokens': 99798.0, 'mean_token_accuracy': 0.33624742925167084, 'epoch': 0.01}
{'loss': 1.1714, 'grad_norm': 5.73488187789917, 'learning_rate': 1.9956000000000003e-05, 'num_tokens': 104209.0, 'mean_token_accuracy': 0.5089091211557388, 'epoch': 0.01}
{'loss': 1.4168, 'grad_norm': 9.404352188110352, 'learning_rate': 1.9954000000000002e-05, 'num_tokens': 106804.0, 'mean_token_accuracy': 0.3132835626602173, 'epoch': 0.01}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9952e-05, 'num_tokens': 110115.0, 'mean_token_accuracy': 0.0, 'epoch': 0.01}
{'loss': 1.3724, 'grad_norm': 9.456480979919434, 'learning_rate': 1.9950000000000004e-05, 'num_tokens': 113566.0, 'mean_token_accuracy': 0.16254417598247528, 'epoch': 0.01}
{'loss': 1.0653, 'grad_norm': 6.168284893035889, 'learning_rate': 1.9948e-05, 'num_tokens': 117162.0, 'mean_token_accuracy': 0.36719681322574615, 'epoch': 0.01}
{'loss': 1.0612, 'grad_norm': 4.783854007720947, 'learning_rate': 1.9946000000000002e-05, 'num_tokens': 122362.0, 'mean_token_accuracy': 0.6974306106567383, 'epoch': 0.01}
{'loss': 0.9661, 'grad_norm': 7.546137809753418, 'learning_rate': 1.9944e-05, 'num_tokens': 125568.0, 'mean_token_accuracy': 0.5495065599679947, 'epoch': 0.01}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9942e-05, 'num_tokens': 127647.0, 'mean_token_accuracy': 0.0, 'epoch': 0.01}
{'loss': 1.3243, 'grad_norm': 6.3490824699401855, 'learning_rate': 1.9940000000000002e-05, 'num_tokens': 136178.0, 'mean_token_accuracy': 0.658162847161293, 'epoch': 0.01}
{'loss': 1.1527, 'grad_norm': 7.555576801300049, 'learning_rate': 1.9938e-05, 'num_tokens': 139577.0, 'mean_token_accuracy': 0.1744917780160904, 'epoch': 0.01}
{'loss': 1.0609, 'grad_norm': 11.509928703308105, 'learning_rate': 1.9936000000000004e-05, 'num_tokens': 142999.0, 'mean_token_accuracy': 0.5326879024505615, 'epoch': 0.01}
{'loss': 1.079, 'grad_norm': 26.813751220703125, 'learning_rate': 1.9934000000000003e-05, 'num_tokens': 146394.0, 'mean_token_accuracy': 0.18588082492351532, 'epoch': 0.01}
{'loss': 0.95, 'grad_norm': 7.58181095123291, 'learning_rate': 1.9932e-05, 'num_tokens': 150800.0, 'mean_token_accuracy': 0.359001025557518, 'epoch': 0.01}
{'loss': 1.154, 'grad_norm': 18.711898803710938, 'learning_rate': 1.9930000000000004e-05, 'num_tokens': 154605.0, 'mean_token_accuracy': 0.1767241358757019, 'epoch': 0.01}
{'loss': 0.9861, 'grad_norm': 13.539755821228027, 'learning_rate': 1.9928e-05, 'num_tokens': 158389.0, 'mean_token_accuracy': 0.5709982514381409, 'epoch': 0.02}
{'loss': 0.76, 'grad_norm': 8.942100524902344, 'learning_rate': 1.9926000000000002e-05, 'num_tokens': 162861.0, 'mean_token_accuracy': 0.5980991125106812, 'epoch': 0.02}
{'loss': 0.9259, 'grad_norm': 20.248291015625, 'learning_rate': 1.9924e-05, 'num_tokens': 165873.0, 'mean_token_accuracy': 0.1974431872367859, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9922e-05, 'num_tokens': 168268.0, 'mean_token_accuracy': 0.0, 'epoch': 0.02}
{'loss': 0.9669, 'grad_norm': 6.548007488250732, 'learning_rate': 1.9920000000000002e-05, 'num_tokens': 173264.0, 'mean_token_accuracy': 0.7609990388154984, 'epoch': 0.02}
{'loss': 0.6446, 'grad_norm': 6.006560802459717, 'learning_rate': 1.9918e-05, 'num_tokens': 176363.0, 'mean_token_accuracy': 0.40685246884822845, 'epoch': 0.02}
{'loss': 1.1067, 'grad_norm': 6.095739364624023, 'learning_rate': 1.9916e-05, 'num_tokens': 180451.0, 'mean_token_accuracy': 0.3660270422697067, 'epoch': 0.02}
{'loss': 0.8085, 'grad_norm': 7.415822505950928, 'learning_rate': 1.9914000000000003e-05, 'num_tokens': 184000.0, 'mean_token_accuracy': 0.19987468421459198, 'epoch': 0.02}
{'loss': 0.8932, 'grad_norm': 7.29028844833374, 'learning_rate': 1.9912000000000002e-05, 'num_tokens': 187135.0, 'mean_token_accuracy': 0.39580313861370087, 'epoch': 0.02}
{'loss': 0.6644, 'grad_norm': 6.369277000427246, 'learning_rate': 1.9910000000000004e-05, 'num_tokens': 192489.0, 'mean_token_accuracy': 0.6287073940038681, 'epoch': 0.02}
{'loss': 0.6895, 'grad_norm': 4.730573654174805, 'learning_rate': 1.9908e-05, 'num_tokens': 197727.0, 'mean_token_accuracy': 0.6284777373075485, 'epoch': 0.02}
{'loss': 0.7435, 'grad_norm': 10.071490287780762, 'learning_rate': 1.9906000000000002e-05, 'num_tokens': 200749.0, 'mean_token_accuracy': 0.4164472818374634, 'epoch': 0.02}
{'loss': 0.8357, 'grad_norm': 8.965337753295898, 'learning_rate': 1.9904e-05, 'num_tokens': 206115.0, 'mean_token_accuracy': 0.19976265728473663, 'epoch': 0.02}
{'loss': 0.5932, 'grad_norm': 6.72727632522583, 'learning_rate': 1.9902e-05, 'num_tokens': 209935.0, 'mean_token_accuracy': 0.42482270300388336, 'epoch': 0.02}
{'loss': 0.8194, 'grad_norm': 4.8323516845703125, 'learning_rate': 1.9900000000000003e-05, 'num_tokens': 213830.0, 'mean_token_accuracy': 0.6178357005119324, 'epoch': 0.02}
{'loss': 0.7517, 'grad_norm': 4.167013645172119, 'learning_rate': 1.9898e-05, 'num_tokens': 217150.0, 'mean_token_accuracy': 0.3981393128633499, 'epoch': 0.02}
{'loss': 0.693, 'grad_norm': 4.053422927856445, 'learning_rate': 1.9896e-05, 'num_tokens': 220879.0, 'mean_token_accuracy': 0.4172479808330536, 'epoch': 0.02}
{'loss': 0.5545, 'grad_norm': 5.378490447998047, 'learning_rate': 1.9894000000000003e-05, 'num_tokens': 224248.0, 'mean_token_accuracy': 0.21345406770706177, 'epoch': 0.02}
{'loss': 1.2882, 'grad_norm': 5.860401630401611, 'learning_rate': 1.9892000000000002e-05, 'num_tokens': 227566.0, 'mean_token_accuracy': 0.37011246383190155, 'epoch': 0.02}
{'loss': 0.2921, 'grad_norm': 5.039059162139893, 'learning_rate': 1.989e-05, 'num_tokens': 231559.0, 'mean_token_accuracy': 0.2360580563545227, 'epoch': 0.02}
{'loss': 0.733, 'grad_norm': 4.6647233963012695, 'learning_rate': 1.9888e-05, 'num_tokens': 237049.0, 'mean_token_accuracy': 0.4158107787370682, 'epoch': 0.02}
{'loss': 0.8193, 'grad_norm': 4.65693473815918, 'learning_rate': 1.9886000000000002e-05, 'num_tokens': 242133.0, 'mean_token_accuracy': 0.3936629295349121, 'epoch': 0.02}
{'loss': 0.5546, 'grad_norm': 4.610619068145752, 'learning_rate': 1.9884e-05, 'num_tokens': 246548.0, 'mean_token_accuracy': 0.4244455248117447, 'epoch': 0.02}
{'loss': 0.7958, 'grad_norm': 4.290386199951172, 'learning_rate': 1.9882e-05, 'num_tokens': 260315.0, 'mean_token_accuracy': 0.7980414479970932, 'epoch': 0.02}
{'loss': 0.668, 'grad_norm': 9.893321990966797, 'learning_rate': 1.9880000000000003e-05, 'num_tokens': 262951.0, 'mean_token_accuracy': 0.4161296933889389, 'epoch': 0.02}
{'loss': 0.288, 'grad_norm': 4.730910778045654, 'learning_rate': 1.9878000000000002e-05, 'num_tokens': 267001.0, 'mean_token_accuracy': 0.23043477535247803, 'epoch': 0.03}
{'loss': 0.6766, 'grad_norm': 4.670180320739746, 'learning_rate': 1.9876e-05, 'num_tokens': 269987.0, 'mean_token_accuracy': 0.4215478301048279, 'epoch': 0.03}
{'loss': 0.483, 'grad_norm': 10.993364334106445, 'learning_rate': 1.9874000000000003e-05, 'num_tokens': 272562.0, 'mean_token_accuracy': 0.21796874701976776, 'epoch': 0.03}
{'loss': 0.5813, 'grad_norm': 5.148659706115723, 'learning_rate': 1.9872000000000002e-05, 'num_tokens': 276935.0, 'mean_token_accuracy': 0.41775278747081757, 'epoch': 0.03}
{'loss': 0.6103, 'grad_norm': 5.332350254058838, 'learning_rate': 1.987e-05, 'num_tokens': 281467.0, 'mean_token_accuracy': 0.4184519648551941, 'epoch': 0.03}
{'loss': 0.6134, 'grad_norm': 3.701308250427246, 'learning_rate': 1.9868e-05, 'num_tokens': 285363.0, 'mean_token_accuracy': 0.8506915122270584, 'epoch': 0.03}
{'loss': 0.4083, 'grad_norm': 6.853969097137451, 'learning_rate': 1.9866e-05, 'num_tokens': 289068.0, 'mean_token_accuracy': 0.22251036763191223, 'epoch': 0.03}
{'loss': 0.3259, 'grad_norm': 2.6405699253082275, 'learning_rate': 1.9864e-05, 'num_tokens': 294616.0, 'mean_token_accuracy': 0.6473138779401779, 'epoch': 0.03}
{'loss': 0.5104, 'grad_norm': 3.1879050731658936, 'learning_rate': 1.9862e-05, 'num_tokens': 301106.0, 'mean_token_accuracy': 0.6483107507228851, 'epoch': 0.03}
{'loss': 0.7194, 'grad_norm': 2.8499701023101807, 'learning_rate': 1.9860000000000003e-05, 'num_tokens': 305917.0, 'mean_token_accuracy': 0.5992163121700287, 'epoch': 0.03}
{'loss': 0.7733, 'grad_norm': 4.418244361877441, 'learning_rate': 1.9858000000000002e-05, 'num_tokens': 308953.0, 'mean_token_accuracy': 0.3992260694503784, 'epoch': 0.03}
{'loss': 0.6999, 'grad_norm': 6.023365020751953, 'learning_rate': 1.9856e-05, 'num_tokens': 311719.0, 'mean_token_accuracy': 0.40386345982551575, 'epoch': 0.03}
{'loss': 0.6569, 'grad_norm': 3.5355443954467773, 'learning_rate': 1.9854000000000003e-05, 'num_tokens': 320852.0, 'mean_token_accuracy': 0.6120967864990234, 'epoch': 0.03}
{'loss': 0.7903, 'grad_norm': 7.552796840667725, 'learning_rate': 1.9852000000000002e-05, 'num_tokens': 324255.0, 'mean_token_accuracy': 0.20573565363883972, 'epoch': 0.03}
{'loss': 0.5593, 'grad_norm': 8.65308666229248, 'learning_rate': 1.985e-05, 'num_tokens': 327339.0, 'mean_token_accuracy': 0.21324864029884338, 'epoch': 0.03}
{'loss': 0.7313, 'grad_norm': 4.285431385040283, 'learning_rate': 1.9848e-05, 'num_tokens': 330528.0, 'mean_token_accuracy': 0.6233172863721848, 'epoch': 0.03}
{'loss': 0.8331, 'grad_norm': 6.653454303741455, 'learning_rate': 1.9846e-05, 'num_tokens': 333283.0, 'mean_token_accuracy': 0.2017470896244049, 'epoch': 0.03}
{'loss': 0.65, 'grad_norm': 4.651264667510986, 'learning_rate': 1.9844000000000002e-05, 'num_tokens': 340709.0, 'mean_token_accuracy': 0.6268761307001114, 'epoch': 0.03}
{'loss': 0.53, 'grad_norm': 5.536891937255859, 'learning_rate': 1.9842e-05, 'num_tokens': 345644.0, 'mean_token_accuracy': 0.21620813012123108, 'epoch': 0.03}
{'loss': 0.6529, 'grad_norm': 11.3319673538208, 'learning_rate': 1.9840000000000003e-05, 'num_tokens': 350611.0, 'mean_token_accuracy': 0.20876826345920563, 'epoch': 0.03}
{'loss': 0.8622, 'grad_norm': 4.719174385070801, 'learning_rate': 1.9838000000000002e-05, 'num_tokens': 354672.0, 'mean_token_accuracy': 0.3810417652130127, 'epoch': 0.03}
{'loss': 0.63, 'grad_norm': 3.9673221111297607, 'learning_rate': 1.9836e-05, 'num_tokens': 358294.0, 'mean_token_accuracy': 0.42159000039100647, 'epoch': 0.03}
{'loss': 0.8943, 'grad_norm': 5.3984479904174805, 'learning_rate': 1.9834000000000004e-05, 'num_tokens': 363123.0, 'mean_token_accuracy': 0.38352446258068085, 'epoch': 0.03}
{'loss': 0.5145, 'grad_norm': 7.189627647399902, 'learning_rate': 1.9832000000000003e-05, 'num_tokens': 367623.0, 'mean_token_accuracy': 0.6471286565065384, 'epoch': 0.03}
{'loss': 0.5831, 'grad_norm': 6.28646183013916, 'learning_rate': 1.983e-05, 'num_tokens': 370587.0, 'mean_token_accuracy': 0.2118353396654129, 'epoch': 0.03}
{'loss': 0.8479, 'grad_norm': 8.204849243164062, 'learning_rate': 1.9828e-05, 'num_tokens': 373275.0, 'mean_token_accuracy': 0.20679011940956116, 'epoch': 0.04}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9826e-05, 'num_tokens': 375306.0, 'mean_token_accuracy': 0.0, 'epoch': 0.04}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9824000000000002e-05, 'num_tokens': 378432.0, 'mean_token_accuracy': 0.0, 'epoch': 0.04}
{'loss': 0.5967, 'grad_norm': 7.067009449005127, 'learning_rate': 1.9822e-05, 'num_tokens': 384533.0, 'mean_token_accuracy': 0.4355125427246094, 'epoch': 0.04}
{'loss': 0.5045, 'grad_norm': 4.300937175750732, 'learning_rate': 1.982e-05, 'num_tokens': 388622.0, 'mean_token_accuracy': 0.43631717562675476, 'epoch': 0.04}
{'loss': 0.665, 'grad_norm': 7.34399938583374, 'learning_rate': 1.9818000000000002e-05, 'num_tokens': 392023.0, 'mean_token_accuracy': 0.40506888926029205, 'epoch': 0.04}
{'loss': 0.5834, 'grad_norm': 6.611093997955322, 'learning_rate': 1.9816e-05, 'num_tokens': 395835.0, 'mean_token_accuracy': 0.42113950848579407, 'epoch': 0.04}
{'loss': 0.5262, 'grad_norm': 6.3089070320129395, 'learning_rate': 1.9814000000000004e-05, 'num_tokens': 398775.0, 'mean_token_accuracy': 0.4336487054824829, 'epoch': 0.04}
{'loss': 0.4699, 'grad_norm': 3.1268651485443115, 'learning_rate': 1.9812000000000003e-05, 'num_tokens': 403561.0, 'mean_token_accuracy': 0.6547911465167999, 'epoch': 0.04}
{'loss': 0.8027, 'grad_norm': 19.086891174316406, 'learning_rate': 1.9810000000000002e-05, 'num_tokens': 410166.0, 'mean_token_accuracy': 0.6024541258811951, 'epoch': 0.04}
{'loss': 0.5051, 'grad_norm': 3.3571462631225586, 'learning_rate': 1.9808e-05, 'num_tokens': 415002.0, 'mean_token_accuracy': 0.436044380068779, 'epoch': 0.04}
{'loss': 0.5908, 'grad_norm': 4.873647689819336, 'learning_rate': 1.9806e-05, 'num_tokens': 422437.0, 'mean_token_accuracy': 0.4133000522851944, 'epoch': 0.04}
{'loss': 0.6418, 'grad_norm': 4.67987585067749, 'learning_rate': 1.9804000000000002e-05, 'epoch': 0.04}
                                                                                                                                                                                                                                                     
{'eval_loss': 1.0003336668014526, 'eval_runtime': 14.5955, 'eval_samples_per_second': 16.923, 'eval_steps_per_second': 16.923, 'eval_num_tokens': 428036.0, 'eval_mean_token_accuracy': 0.7406820985469741, 'epoch': 0.04}
{'loss': 0.602, 'grad_norm': 3.8796825408935547, 'learning_rate': 1.9802e-05, 'num_tokens': 432616.0, 'mean_token_accuracy': 0.3164271116256714, 'epoch': 0.04}
{'loss': 0.6562, 'grad_norm': 5.348674297332764, 'learning_rate': 1.98e-05, 'num_tokens': 435091.0, 'mean_token_accuracy': 0.4228549748659134, 'epoch': 0.04}
{'loss': 0.5762, 'grad_norm': 3.93635630607605, 'learning_rate': 1.9798000000000003e-05, 'num_tokens': 438299.0, 'mean_token_accuracy': 0.6314182877540588, 'epoch': 0.04}
{'loss': 0.5396, 'grad_norm': 3.094635486602783, 'learning_rate': 1.9796e-05, 'num_tokens': 442606.0, 'mean_token_accuracy': 0.42025506496429443, 'epoch': 0.04}
{'loss': 0.6654, 'grad_norm': 5.030572891235352, 'learning_rate': 1.9794e-05, 'num_tokens': 446361.0, 'mean_token_accuracy': 0.4056593179702759, 'epoch': 0.04}
{'loss': 0.7953, 'grad_norm': 4.394071102142334, 'learning_rate': 1.9792000000000003e-05, 'num_tokens': 453090.0, 'mean_token_accuracy': 0.6102682203054428, 'epoch': 0.04}
{'loss': 0.725, 'grad_norm': 5.3072309494018555, 'learning_rate': 1.9790000000000002e-05, 'num_tokens': 463545.0, 'mean_token_accuracy': 0.6305305659770966, 'epoch': 0.04}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9788e-05, 'num_tokens': 467611.0, 'mean_token_accuracy': 0.0, 'epoch': 0.04}
{'loss': 0.5157, 'grad_norm': 12.058517456054688, 'learning_rate': 1.9786e-05, 'num_tokens': 471053.0, 'mean_token_accuracy': 0.20942029356956482, 'epoch': 0.04}
{'loss': 0.5929, 'grad_norm': 8.461094856262207, 'learning_rate': 1.9784000000000002e-05, 'num_tokens': 475093.0, 'mean_token_accuracy': 0.20846818387508392, 'epoch': 0.04}
{'loss': 0.6809, 'grad_norm': 3.469189405441284, 'learning_rate': 1.9782e-05, 'num_tokens': 479410.0, 'mean_token_accuracy': 0.6340978890657425, 'epoch': 0.04}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.978e-05, 'num_tokens': 482560.0, 'mean_token_accuracy': 0.0, 'epoch': 0.04}
{'loss': 0.4356, 'grad_norm': 7.815158367156982, 'learning_rate': 1.9778000000000003e-05, 'num_tokens': 485957.0, 'mean_token_accuracy': 0.2199999988079071, 'epoch': 0.05}
{'loss': 0.6929, 'grad_norm': 3.8393797874450684, 'learning_rate': 1.9776000000000002e-05, 'num_tokens': 491842.0, 'mean_token_accuracy': 0.602793961763382, 'epoch': 0.05}
{'loss': 0.5581, 'grad_norm': 5.2273335456848145, 'learning_rate': 1.9774e-05, 'num_tokens': 495699.0, 'mean_token_accuracy': 0.21161167323589325, 'epoch': 0.05}
{'loss': 0.4682, 'grad_norm': 5.218697547912598, 'learning_rate': 1.9772000000000003e-05, 'num_tokens': 498966.0, 'mean_token_accuracy': 0.21943573653697968, 'epoch': 0.05}
{'loss': 0.544, 'grad_norm': 4.029676914215088, 'learning_rate': 1.9770000000000002e-05, 'num_tokens': 504359.0, 'mean_token_accuracy': 0.6437193751335144, 'epoch': 0.05}
{'loss': 0.3952, 'grad_norm': 5.024168491363525, 'learning_rate': 1.9768e-05, 'num_tokens': 512084.0, 'mean_token_accuracy': 0.4381745159626007, 'epoch': 0.05}
{'loss': 0.6493, 'grad_norm': 3.9665491580963135, 'learning_rate': 1.9766e-05, 'num_tokens': 517619.0, 'mean_token_accuracy': 0.6193050742149353, 'epoch': 0.05}
{'loss': 0.4769, 'grad_norm': 3.45088267326355, 'learning_rate': 1.9764000000000003e-05, 'num_tokens': 521086.0, 'mean_token_accuracy': 0.4243622422218323, 'epoch': 0.05}
{'loss': 0.8701, 'grad_norm': 4.717957019805908, 'learning_rate': 1.9762e-05, 'num_tokens': 525738.0, 'mean_token_accuracy': 0.6225709319114685, 'epoch': 0.05}
{'loss': 0.8049, 'grad_norm': 3.767646074295044, 'learning_rate': 1.976e-05, 'num_tokens': 530025.0, 'mean_token_accuracy': 0.6232675611972809, 'epoch': 0.05}
{'loss': 0.5947, 'grad_norm': 6.85195255279541, 'learning_rate': 1.9758000000000003e-05, 'num_tokens': 533483.0, 'mean_token_accuracy': 0.20722134411334991, 'epoch': 0.05}
{'loss': 0.6878, 'grad_norm': 4.547274112701416, 'learning_rate': 1.9756000000000002e-05, 'num_tokens': 542239.0, 'mean_token_accuracy': 0.4246794283390045, 'epoch': 0.05}
{'loss': 0.4598, 'grad_norm': 3.1000478267669678, 'learning_rate': 1.9754e-05, 'num_tokens': 546543.0, 'mean_token_accuracy': 0.8754187226295471, 'epoch': 0.05}
{'loss': 0.4955, 'grad_norm': 3.2061984539031982, 'learning_rate': 1.9752000000000003e-05, 'num_tokens': 551793.0, 'mean_token_accuracy': 0.6577901244163513, 'epoch': 0.05}
{'loss': 0.3896, 'grad_norm': 4.487950325012207, 'learning_rate': 1.9750000000000002e-05, 'num_tokens': 556529.0, 'mean_token_accuracy': 0.22508305311203003, 'epoch': 0.05}
{'loss': 0.4493, 'grad_norm': 2.3907933235168457, 'learning_rate': 1.9748e-05, 'num_tokens': 561635.0, 'mean_token_accuracy': 0.6434267610311508, 'epoch': 0.05}
{'loss': 0.4578, 'grad_norm': 5.378054618835449, 'learning_rate': 1.9746e-05, 'num_tokens': 564641.0, 'mean_token_accuracy': 0.44513463973999023, 'epoch': 0.05}
{'loss': 0.8028, 'grad_norm': 8.043795585632324, 'learning_rate': 1.9744e-05, 'num_tokens': 568255.0, 'mean_token_accuracy': 0.20113788545131683, 'epoch': 0.05}
{'loss': 0.4601, 'grad_norm': 2.7725093364715576, 'learning_rate': 1.9742000000000002e-05, 'num_tokens': 572548.0, 'mean_token_accuracy': 0.4296444207429886, 'epoch': 0.05}
{'loss': 0.2183, 'grad_norm': 2.613940954208374, 'learning_rate': 1.974e-05, 'num_tokens': 577731.0, 'mean_token_accuracy': 0.47085297107696533, 'epoch': 0.05}
{'loss': 0.7739, 'grad_norm': 2.881791830062866, 'learning_rate': 1.9738000000000003e-05, 'num_tokens': 584195.0, 'mean_token_accuracy': 0.41805484890937805, 'epoch': 0.05}
{'loss': 0.8322, 'grad_norm': 5.568258762359619, 'learning_rate': 1.9736000000000002e-05, 'num_tokens': 587355.0, 'mean_token_accuracy': 0.41938312351703644, 'epoch': 0.05}
{'loss': 0.797, 'grad_norm': 3.27516770362854, 'learning_rate': 1.9734e-05, 'num_tokens': 593038.0, 'mean_token_accuracy': 0.38984301686286926, 'epoch': 0.05}
{'loss': 0.4836, 'grad_norm': 4.593316555023193, 'learning_rate': 1.9732000000000004e-05, 'num_tokens': 596518.0, 'mean_token_accuracy': 0.21624629199504852, 'epoch': 0.05}
{'loss': 0.4826, 'grad_norm': 3.52152681350708, 'learning_rate': 1.9730000000000003e-05, 'num_tokens': 609296.0, 'mean_token_accuracy': 0.6526100933551788, 'epoch': 0.05}
{'loss': 0.4601, 'grad_norm': 6.271902084350586, 'learning_rate': 1.9728e-05, 'num_tokens': 612263.0, 'mean_token_accuracy': 0.22413793206214905, 'epoch': 0.06}
{'loss': 0.3822, 'grad_norm': 2.973867177963257, 'learning_rate': 1.9726e-05, 'num_tokens': 616340.0, 'mean_token_accuracy': 0.4442952424287796, 'epoch': 0.06}
{'loss': 0.5832, 'grad_norm': 3.9373245239257812, 'learning_rate': 1.9724e-05, 'num_tokens': 628200.0, 'mean_token_accuracy': 0.7451170086860657, 'epoch': 0.06}
{'loss': 0.5981, 'grad_norm': 3.4045867919921875, 'learning_rate': 1.9722000000000002e-05, 'num_tokens': 631918.0, 'mean_token_accuracy': 0.4238313287496567, 'epoch': 0.06}
{'loss': 0.4338, 'grad_norm': 3.1188011169433594, 'learning_rate': 1.972e-05, 'num_tokens': 635884.0, 'mean_token_accuracy': 0.43337762355804443, 'epoch': 0.06}
{'loss': 1.0727, 'grad_norm': 4.470810413360596, 'learning_rate': 1.9718e-05, 'num_tokens': 639938.0, 'mean_token_accuracy': 0.4028917998075485, 'epoch': 0.06}
{'loss': 0.4647, 'grad_norm': 3.4567294120788574, 'learning_rate': 1.9716000000000002e-05, 'num_tokens': 646544.0, 'mean_token_accuracy': 0.8724774122238159, 'epoch': 0.06}
{'loss': 0.6959, 'grad_norm': 4.412954330444336, 'learning_rate': 1.9714e-05, 'num_tokens': 649042.0, 'mean_token_accuracy': 0.4166700839996338, 'epoch': 0.06}
{'loss': 0.5201, 'grad_norm': 5.144270896911621, 'learning_rate': 1.9712000000000004e-05, 'num_tokens': 652241.0, 'mean_token_accuracy': 0.2111203968524933, 'epoch': 0.06}
