                                                                                                                                                                                                                                      
{'loss': 1.4181, 'grad_norm': inf, 'learning_rate': 2e-05, 'num_tokens': 5142.0, 'mean_token_accuracy': 0.6873541623353958, 'epoch': 0.0}
{'loss': 1.2253, 'grad_norm': 7.962710380554199, 'learning_rate': 1.9916967509025272e-05, 'num_tokens': 136572.0, 'mean_token_accuracy': 0.7088096141815186, 'epoch': 0.05}
{'loss': 0.9793, 'grad_norm': 7.908694267272949, 'learning_rate': 1.9913357400722025e-05, 'num_tokens': 141534.0, 'mean_token_accuracy': 0.7403555512428284, 'epoch': 0.05}
{'loss': 1.0525, 'grad_norm': 6.0561723709106445, 'learning_rate': 1.9909747292418774e-05, 'num_tokens': 148942.0, 'mean_token_accuracy': 0.7187539637088776, 'epoch': 0.05}
{'loss': 0.8553, 'grad_norm': 6.699589252471924, 'learning_rate': 1.9906137184115527e-05, 'num_tokens': 152728.0, 'mean_token_accuracy': 0.7310412675142288, 'epoch': 0.05}
{'loss': 0.8339, 'grad_norm': 6.2165985107421875, 'learning_rate': 1.9902527075812276e-05, 'num_tokens': 158883.0, 'mean_token_accuracy': 0.7732024043798447, 'epoch': 0.05}
{'loss': 0.7419, 'grad_norm': 7.02862024307251, 'learning_rate': 1.989891696750903e-05, 'num_tokens': 164461.0, 'mean_token_accuracy': 0.7573994994163513, 'epoch': 0.05}
{'loss': 0.7757, 'grad_norm': 4.949254035949707, 'learning_rate': 1.989530685920578e-05, 'num_tokens': 169139.0, 'mean_token_accuracy': 0.7967143058776855, 'epoch': 0.06}
{'loss': 0.5761, 'grad_norm': 4.531282424926758, 'learning_rate': 1.9891696750902528e-05, 'num_tokens': 173612.0, 'mean_token_accuracy': 0.795829102396965, 'epoch': 0.06}
{'loss': 0.9551, 'grad_norm': 6.724761009216309, 'learning_rate': 1.988808664259928e-05, 'num_tokens': 180034.0, 'mean_token_accuracy': 0.7294703871011734, 'epoch': 0.06}
{'loss': 0.9238, 'grad_norm': 5.3661980628967285, 'learning_rate': 1.988447653429603e-05, 'num_tokens': 185295.0, 'mean_token_accuracy': 0.7437572181224823, 'epoch': 0.06}
{'loss': 0.5363, 'grad_norm': 5.499690532684326, 'learning_rate': 1.9880866425992783e-05, 'num_tokens': 189480.0, 'mean_token_accuracy': 0.8194569945335388, 'epoch': 0.06}
{'loss': 0.765, 'grad_norm': 5.428228855133057, 'learning_rate': 1.9877256317689532e-05, 'num_tokens': 195082.0, 'mean_token_accuracy': 0.7961521297693253, 'epoch': 0.06}
{'loss': 0.8967, 'grad_norm': 4.932754039764404, 'learning_rate': 1.9873646209386285e-05, 'num_tokens': 200225.0, 'mean_token_accuracy': 0.7345393896102905, 'epoch': 0.07}
{'loss': 0.843, 'grad_norm': 5.472423076629639, 'learning_rate': 1.9870036101083035e-05, 'num_tokens': 205799.0, 'mean_token_accuracy': 0.7763673961162567, 'epoch': 0.07}
{'loss': 0.681, 'grad_norm': 6.804819583892822, 'learning_rate': 1.9866425992779784e-05, 'num_tokens': 209845.0, 'mean_token_accuracy': 0.8058967441320419, 'epoch': 0.07}
{'loss': 1.0876, 'grad_norm': 5.45965576171875, 'learning_rate': 1.9862815884476537e-05, 'num_tokens': 216677.0, 'mean_token_accuracy': 0.6971117556095123, 'epoch': 0.07}
{'loss': 0.7134, 'grad_norm': 6.689484596252441, 'learning_rate': 1.9859205776173286e-05, 'num_tokens': 222059.0, 'mean_token_accuracy': 0.7632745653390884, 'epoch': 0.07}
{'loss': 0.8399, 'grad_norm': 6.541813850402832, 'learning_rate': 1.985559566787004e-05, 'num_tokens': 228378.0, 'mean_token_accuracy': 0.7445639222860336, 'epoch': 0.08}
{'loss': 1.0264, 'grad_norm': 6.7051472663879395, 'learning_rate': 1.985198555956679e-05, 'num_tokens': 234557.0, 'mean_token_accuracy': 0.747398629784584, 'epoch': 0.08}
{'loss': 1.1026, 'grad_norm': 6.575591564178467, 'learning_rate': 1.984837545126354e-05, 'num_tokens': 238800.0, 'mean_token_accuracy': 0.7159443795681, 'epoch': 0.08}
{'loss': 0.8186, 'grad_norm': 5.544321060180664, 'learning_rate': 1.984476534296029e-05, 'num_tokens': 243323.0, 'mean_token_accuracy': 0.7505150884389877, 'epoch': 0.08}
{'loss': 0.5615, 'grad_norm': 6.381624698638916, 'learning_rate': 1.984115523465704e-05, 'num_tokens': 247301.0, 'mean_token_accuracy': 0.8350689560174942, 'epoch': 0.08}
{'loss': 0.607, 'grad_norm': 4.995512008666992, 'learning_rate': 1.9837545126353793e-05, 'num_tokens': 251294.0, 'mean_token_accuracy': 0.8348637223243713, 'epoch': 0.08}
{'loss': 0.9115, 'grad_norm': 6.449301719665527, 'learning_rate': 1.9833935018050542e-05, 'num_tokens': 256929.0, 'mean_token_accuracy': 0.7588569670915604, 'epoch': 0.09}
{'loss': 0.5046, 'grad_norm': 5.0929741859436035, 'learning_rate': 1.9830324909747295e-05, 'num_tokens': 262005.0, 'mean_token_accuracy': 0.8105802088975906, 'epoch': 0.09}
{'loss': 0.7172, 'grad_norm': 6.131216049194336, 'learning_rate': 1.9826714801444044e-05, 'num_tokens': 267310.0, 'mean_token_accuracy': 0.8203503340482712, 'epoch': 0.09}
{'loss': 1.1779, 'grad_norm': 5.7902092933654785, 'learning_rate': 1.9823104693140797e-05, 'num_tokens': 273122.0, 'mean_token_accuracy': 0.6875059902667999, 'epoch': 0.09}
{'loss': 0.6471, 'grad_norm': 5.165657997131348, 'learning_rate': 1.9819494584837547e-05, 'num_tokens': 277221.0, 'mean_token_accuracy': 0.8113647401332855, 'epoch': 0.09}
{'loss': 0.9794, 'grad_norm': 6.315499305725098, 'learning_rate': 1.9815884476534296e-05, 'num_tokens': 286084.0, 'mean_token_accuracy': 0.7153436094522476, 'epoch': 0.1}
{'loss': 0.7516, 'grad_norm': 7.191464900970459, 'learning_rate': 1.981227436823105e-05, 'num_tokens': 291956.0, 'mean_token_accuracy': 0.7579305619001389, 'epoch': 0.1}
{'loss': 0.824, 'grad_norm': 5.154389381408691, 'learning_rate': 1.9808664259927798e-05, 'num_tokens': 298486.0, 'mean_token_accuracy': 0.7469511330127716, 'epoch': 0.1}
{'loss': 0.6968, 'grad_norm': 5.039710998535156, 'learning_rate': 1.980505415162455e-05, 'num_tokens': 303284.0, 'mean_token_accuracy': 0.8179736733436584, 'epoch': 0.1}
{'loss': 0.8958, 'grad_norm': 6.864415645599365, 'learning_rate': 1.98014440433213e-05, 'num_tokens': 308325.0, 'mean_token_accuracy': 0.7452350109815598, 'epoch': 0.1}
{'loss': 1.0055, 'grad_norm': 6.106790065765381, 'learning_rate': 1.9797833935018053e-05, 'num_tokens': 313234.0, 'mean_token_accuracy': 0.723242923617363, 'epoch': 0.1}
{'loss': 0.7792, 'grad_norm': 5.332915782928467, 'learning_rate': 1.9794223826714803e-05, 'num_tokens': 320722.0, 'mean_token_accuracy': 0.7647158950567245, 'epoch': 0.11}
{'loss': 0.6765, 'grad_norm': 5.874046325683594, 'learning_rate': 1.9790613718411552e-05, 'num_tokens': 324627.0, 'mean_token_accuracy': 0.8263221681118011, 'epoch': 0.11}
{'loss': 1.0391, 'grad_norm': 6.373603820800781, 'learning_rate': 1.9787003610108305e-05, 'num_tokens': 329519.0, 'mean_token_accuracy': 0.7018898576498032, 'epoch': 0.11}
{'loss': 0.6807, 'grad_norm': 6.400757312774658, 'learning_rate': 1.9783393501805054e-05, 'num_tokens': 334551.0, 'mean_token_accuracy': 0.7713421285152435, 'epoch': 0.11}
{'loss': 0.7084, 'grad_norm': 8.5311861038208, 'learning_rate': 1.9779783393501807e-05, 'num_tokens': 339475.0, 'mean_token_accuracy': 0.7795822322368622, 'epoch': 0.11}
{'loss': 0.9091, 'grad_norm': 5.844951152801514, 'learning_rate': 1.9776173285198556e-05, 'num_tokens': 345583.0, 'mean_token_accuracy': 0.7511686980724335, 'epoch': 0.12}
{'loss': 0.7686, 'grad_norm': 5.706972599029541, 'learning_rate': 1.9772563176895306e-05, 'num_tokens': 350025.0, 'mean_token_accuracy': 0.7967493534088135, 'epoch': 0.12}
{'loss': 0.9847, 'grad_norm': 6.219207763671875, 'learning_rate': 1.976895306859206e-05, 'num_tokens': 354979.0, 'mean_token_accuracy': 0.7396111488342285, 'epoch': 0.12}
{'loss': 0.7578, 'grad_norm': 6.124156951904297, 'learning_rate': 1.976534296028881e-05, 'num_tokens': 360350.0, 'mean_token_accuracy': 0.8100070357322693, 'epoch': 0.12}
{'loss': 0.7454, 'grad_norm': 7.082068920135498, 'learning_rate': 1.976173285198556e-05, 'num_tokens': 364706.0, 'mean_token_accuracy': 0.7916080057621002, 'epoch': 0.12}
{'loss': 1.4739, 'grad_norm': 5.765843868255615, 'learning_rate': 1.9758122743682314e-05, 'num_tokens': 370611.0, 'mean_token_accuracy': 0.6226195096969604, 'epoch': 0.12}
{'loss': 0.5503, 'grad_norm': 4.679775714874268, 'learning_rate': 1.9754512635379063e-05, 'num_tokens': 375772.0, 'mean_token_accuracy': 0.7980131655931473, 'epoch': 0.13}
{'loss': 0.5338, 'grad_norm': 5.910093784332275, 'learning_rate': 1.9750902527075816e-05, 'num_tokens': 379532.0, 'mean_token_accuracy': 0.821058377623558, 'epoch': 0.13}
{'loss': 0.6856, 'grad_norm': 6.935257911682129, 'learning_rate': 1.9747292418772565e-05, 'num_tokens': 385897.0, 'mean_token_accuracy': 0.8132266998291016, 'epoch': 0.13}
{'loss': 0.833, 'grad_norm': 5.327020168304443, 'learning_rate': 1.9743682310469318e-05, 'num_tokens': 393134.0, 'mean_token_accuracy': 0.7643070667982101, 'epoch': 0.13}
{'loss': 1.0251, 'grad_norm': 5.5313544273376465, 'learning_rate': 1.9740072202166067e-05, 'num_tokens': 399624.0, 'mean_token_accuracy': 0.7257902175188065, 'epoch': 0.13}
{'loss': 0.8193, 'grad_norm': 4.974484920501709, 'learning_rate': 1.9736462093862817e-05, 'num_tokens': 405448.0, 'mean_token_accuracy': 0.7692492455244064, 'epoch': 0.14}
{'loss': 0.8549, 'grad_norm': 6.155902862548828, 'learning_rate': 1.973285198555957e-05, 'num_tokens': 410549.0, 'mean_token_accuracy': 0.7406313568353653, 'epoch': 0.14}
{'loss': 0.7091, 'grad_norm': 5.534977912902832, 'learning_rate': 1.972924187725632e-05, 'num_tokens': 415129.0, 'mean_token_accuracy': 0.7658805698156357, 'epoch': 0.14}
{'loss': 1.1477, 'grad_norm': 5.922287940979004, 'learning_rate': 1.9725631768953072e-05, 'num_tokens': 420254.0, 'mean_token_accuracy': 0.6892766505479813, 'epoch': 0.14}
{'loss': 0.7778, 'grad_norm': 6.095188140869141, 'learning_rate': 1.972202166064982e-05, 'num_tokens': 427058.0, 'mean_token_accuracy': 0.7796569168567657, 'epoch': 0.14}
{'loss': 0.5458, 'grad_norm': 5.353445529937744, 'learning_rate': 1.9718411552346574e-05, 'num_tokens': 432788.0, 'mean_token_accuracy': 0.8300443887710571, 'epoch': 0.14}
{'loss': 1.1762, 'grad_norm': 5.5972089767456055, 'learning_rate': 1.9714801444043323e-05, 'num_tokens': 438674.0, 'mean_token_accuracy': 0.6931749880313873, 'epoch': 0.15}
{'loss': 0.8265, 'grad_norm': 5.372556686401367, 'learning_rate': 1.9711191335740073e-05, 'num_tokens': 444846.0, 'mean_token_accuracy': 0.7543023973703384, 'epoch': 0.15}
{'loss': 0.9927, 'grad_norm': 6.8268818855285645, 'learning_rate': 1.9707581227436826e-05, 'num_tokens': 450300.0, 'mean_token_accuracy': 0.7242642790079117, 'epoch': 0.15}
{'loss': 0.4476, 'grad_norm': 4.643558502197266, 'learning_rate': 1.9703971119133575e-05, 'num_tokens': 455667.0, 'mean_token_accuracy': 0.8350431472063065, 'epoch': 0.15}
{'loss': 0.8686, 'grad_norm': 6.27769660949707, 'learning_rate': 1.9700361010830328e-05, 'num_tokens': 460505.0, 'mean_token_accuracy': 0.7484448105096817, 'epoch': 0.15}
{'loss': 1.2469, 'grad_norm': 15.592613220214844, 'learning_rate': 1.9696750902527077e-05, 'num_tokens': 467722.0, 'mean_token_accuracy': 0.6764128059148788, 'epoch': 0.16}
{'loss': 1.1203, 'grad_norm': 7.5123162269592285, 'learning_rate': 1.969314079422383e-05, 'num_tokens': 472144.0, 'mean_token_accuracy': 0.6853826493024826, 'epoch': 0.16}
{'loss': 1.1732, 'grad_norm': 5.552160739898682, 'learning_rate': 1.968953068592058e-05, 'num_tokens': 479781.0, 'mean_token_accuracy': 0.6829147934913635, 'epoch': 0.16}
{'loss': 0.8834, 'grad_norm': 4.699220657348633, 'learning_rate': 1.968592057761733e-05, 'num_tokens': 485091.0, 'mean_token_accuracy': 0.7459652572870255, 'epoch': 0.16}
{'loss': 0.8775, 'grad_norm': 5.826153755187988, 'learning_rate': 1.968231046931408e-05, 'num_tokens': 489756.0, 'mean_token_accuracy': 0.764974907040596, 'epoch': 0.16}
{'loss': 0.7291, 'grad_norm': 5.437852382659912, 'learning_rate': 1.967870036101083e-05, 'num_tokens': 494267.0, 'mean_token_accuracy': 0.7596054449677467, 'epoch': 0.16}
{'loss': 0.9008, 'grad_norm': 7.065442085266113, 'learning_rate': 1.9675090252707584e-05, 'num_tokens': 497328.0, 'mean_token_accuracy': 0.7520371079444885, 'epoch': 0.17}
{'loss': 0.6571, 'grad_norm': 7.2172346115112305, 'learning_rate': 1.9671480144404333e-05, 'num_tokens': 501827.0, 'mean_token_accuracy': 0.7871508598327637, 'epoch': 0.17}
{'loss': 0.8352, 'grad_norm': 5.390643119812012, 'learning_rate': 1.9667870036101083e-05, 'num_tokens': 506955.0, 'mean_token_accuracy': 0.760685995221138, 'epoch': 0.17}
{'loss': 0.7579, 'grad_norm': 5.245985984802246, 'learning_rate': 1.9664259927797836e-05, 'num_tokens': 512389.0, 'mean_token_accuracy': 0.7668027132749557, 'epoch': 0.17}
{'loss': 0.8783, 'grad_norm': 4.88640832901001, 'learning_rate': 1.9660649819494585e-05, 'num_tokens': 520147.0, 'mean_token_accuracy': 0.7471474856138229, 'epoch': 0.17}
{'loss': 0.6882, 'grad_norm': 5.978512763977051, 'learning_rate': 1.9657039711191338e-05, 'num_tokens': 524366.0, 'mean_token_accuracy': 0.792139545083046, 'epoch': 0.17}
{'loss': 0.484, 'grad_norm': 5.967777729034424, 'learning_rate': 1.9653429602888087e-05, 'num_tokens': 527942.0, 'mean_token_accuracy': 0.8462020307779312, 'epoch': 0.18}
{'loss': 0.872, 'grad_norm': 5.020597457885742, 'learning_rate': 1.964981949458484e-05, 'num_tokens': 532848.0, 'mean_token_accuracy': 0.7680691629648209, 'epoch': 0.18}
{'loss': 0.9824, 'grad_norm': 5.666011333465576, 'learning_rate': 1.964620938628159e-05, 'num_tokens': 539631.0, 'mean_token_accuracy': 0.7315039485692978, 'epoch': 0.18}
{'loss': 0.8628, 'grad_norm': 6.642629623413086, 'learning_rate': 1.964259927797834e-05, 'num_tokens': 544350.0, 'mean_token_accuracy': 0.7657747566699982, 'epoch': 0.18}
{'loss': 0.5722, 'grad_norm': 4.9931182861328125, 'learning_rate': 1.963898916967509e-05, 'num_tokens': 548568.0, 'mean_token_accuracy': 0.8289580643177032, 'epoch': 0.18}
{'loss': 0.9706, 'grad_norm': 6.360335826873779, 'learning_rate': 1.963537906137184e-05, 'num_tokens': 555010.0, 'mean_token_accuracy': 0.7606579661369324, 'epoch': 0.19}
{'loss': 0.7588, 'grad_norm': 4.659577369689941, 'learning_rate': 1.9631768953068594e-05, 'num_tokens': 560580.0, 'mean_token_accuracy': 0.7764444500207901, 'epoch': 0.19}
{'loss': 1.2917, 'grad_norm': 6.2106757164001465, 'learning_rate': 1.9628158844765343e-05, 'num_tokens': 568759.0, 'mean_token_accuracy': 0.6731546521186829, 'epoch': 0.19}
{'loss': 1.2374, 'grad_norm': 5.106719970703125, 'learning_rate': 1.9624548736462096e-05, 'num_tokens': 574034.0, 'mean_token_accuracy': 0.6995562016963959, 'epoch': 0.19}
{'loss': 0.8262, 'grad_norm': 6.452568531036377, 'learning_rate': 1.9620938628158845e-05, 'num_tokens': 577888.0, 'mean_token_accuracy': 0.785821333527565, 'epoch': 0.19}
{'loss': 0.8018, 'grad_norm': 5.75274658203125, 'learning_rate': 1.9617328519855595e-05, 'num_tokens': 582167.0, 'mean_token_accuracy': 0.7721548527479172, 'epoch': 0.19}
{'loss': 1.0597, 'grad_norm': 5.787734031677246, 'learning_rate': 1.9613718411552348e-05, 'num_tokens': 586637.0, 'mean_token_accuracy': 0.6822275072336197, 'epoch': 0.2}
{'loss': 1.131, 'grad_norm': 4.851818084716797, 'learning_rate': 1.9610108303249097e-05, 'num_tokens': 592673.0, 'mean_token_accuracy': 0.7145880460739136, 'epoch': 0.2}
{'loss': 0.6426, 'grad_norm': 5.067139625549316, 'learning_rate': 1.960649819494585e-05, 'num_tokens': 597065.0, 'mean_token_accuracy': 0.7949493080377579, 'epoch': 0.2}
{'loss': 0.6969, 'grad_norm': 6.886903762817383, 'learning_rate': 1.9602888086642603e-05, 'num_tokens': 603144.0, 'mean_token_accuracy': 0.7858782559633255, 'epoch': 0.2}
{'loss': 0.6185, 'grad_norm': 4.947678089141846, 'learning_rate': 1.9599277978339352e-05, 'num_tokens': 607763.0, 'mean_token_accuracy': 0.8363995254039764, 'epoch': 0.2}
{'loss': 0.9278, 'grad_norm': 4.126975059509277, 'learning_rate': 1.9595667870036105e-05, 'num_tokens': 614325.0, 'mean_token_accuracy': 0.7133300453424454, 'epoch': 0.21}
{'loss': 0.942, 'grad_norm': 5.712216377258301, 'learning_rate': 1.9592057761732854e-05, 'num_tokens': 621110.0, 'mean_token_accuracy': 0.731485515832901, 'epoch': 0.21}
{'loss': 0.8302, 'grad_norm': 6.1482086181640625, 'learning_rate': 1.9588447653429607e-05, 'num_tokens': 625880.0, 'mean_token_accuracy': 0.7663976550102234, 'epoch': 0.21}
{'loss': 0.9092, 'grad_norm': 4.893446922302246, 'learning_rate': 1.9584837545126356e-05, 'num_tokens': 630771.0, 'mean_token_accuracy': 0.7454763948917389, 'epoch': 0.21}
{'loss': 0.7827, 'grad_norm': 5.9828877449035645, 'learning_rate': 1.9581227436823106e-05, 'num_tokens': 634435.0, 'mean_token_accuracy': 0.7852800786495209, 'epoch': 0.21}
{'loss': 0.5517, 'grad_norm': 8.942011833190918, 'learning_rate': 1.957761732851986e-05, 'num_tokens': 639132.0, 'mean_token_accuracy': 0.825059175491333, 'epoch': 0.21}
{'loss': 0.9132, 'grad_norm': 5.799009799957275, 'learning_rate': 1.9574007220216608e-05, 'num_tokens': 645136.0, 'mean_token_accuracy': 0.7523771375417709, 'epoch': 0.22}
{'loss': 1.0272, 'grad_norm': 6.461712837219238, 'learning_rate': 1.957039711191336e-05, 'num_tokens': 652126.0, 'mean_token_accuracy': 0.701759085059166, 'epoch': 0.22}
{'loss': 1.2494, 'grad_norm': 6.486686706542969, 'learning_rate': 1.956678700361011e-05, 'num_tokens': 658200.0, 'mean_token_accuracy': 0.6742890775203705, 'epoch': 0.22}
{'loss': 0.866, 'grad_norm': 6.422306060791016, 'learning_rate': 1.956317689530686e-05, 'num_tokens': 663232.0, 'mean_token_accuracy': 0.7611396759748459, 'epoch': 0.22}
{'loss': 0.6251, 'grad_norm': 5.5608296394348145, 'learning_rate': 1.9559566787003612e-05, 'num_tokens': 668221.0, 'mean_token_accuracy': 0.8053135126829147, 'epoch': 0.22}
{'loss': 0.7108, 'grad_norm': 4.68782377243042, 'learning_rate': 1.9555956678700362e-05, 'num_tokens': 675849.0, 'mean_token_accuracy': 0.807224452495575, 'epoch': 0.23}
{'loss': 1.0146, 'grad_norm': 5.75081729888916, 'learning_rate': 1.9552346570397115e-05, 'num_tokens': 681322.0, 'mean_token_accuracy': 0.7129236161708832, 'epoch': 0.23}
{'loss': 0.7392, 'grad_norm': 5.166858673095703, 'learning_rate': 1.9548736462093864e-05, 'num_tokens': 686879.0, 'mean_token_accuracy': 0.7714301496744156, 'epoch': 0.23}
{'loss': 0.9652, 'grad_norm': 6.0377583503723145, 'learning_rate': 1.9545126353790617e-05, 'num_tokens': 691763.0, 'mean_token_accuracy': 0.7631749361753464, 'epoch': 0.23}
{'loss': 1.2013, 'grad_norm': 5.755471229553223, 'learning_rate': 1.9541516245487366e-05, 'num_tokens': 697039.0, 'mean_token_accuracy': 0.731335386633873, 'epoch': 0.23}
{'loss': 0.7169, 'grad_norm': 6.156576633453369, 'learning_rate': 1.9537906137184116e-05, 'num_tokens': 702037.0, 'mean_token_accuracy': 0.783617839217186, 'epoch': 0.23}
{'loss': 0.8767, 'grad_norm': 3.9210846424102783, 'learning_rate': 1.953429602888087e-05, 'num_tokens': 709641.0, 'mean_token_accuracy': 0.7465085983276367, 'epoch': 0.24}
{'loss': 0.9225, 'grad_norm': 4.939016342163086, 'learning_rate': 1.9530685920577618e-05, 'num_tokens': 715172.0, 'mean_token_accuracy': 0.7079663723707199, 'epoch': 0.24}
{'loss': 1.1494, 'grad_norm': 5.967147350311279, 'learning_rate': 1.952707581227437e-05, 'num_tokens': 720759.0, 'mean_token_accuracy': 0.7103198915719986, 'epoch': 0.24}
{'loss': 0.8312, 'grad_norm': 3.575197696685791, 'learning_rate': 1.952346570397112e-05, 'num_tokens': 725934.0, 'mean_token_accuracy': 0.7612589746713638, 'epoch': 0.24}
{'loss': 1.1013, 'grad_norm': 5.7937421798706055, 'learning_rate': 1.9519855595667873e-05, 'num_tokens': 731970.0, 'mean_token_accuracy': 0.7243058234453201, 'epoch': 0.24}
{'loss': 0.8082, 'grad_norm': 5.683485507965088, 'learning_rate': 1.9516245487364622e-05, 'num_tokens': 737224.0, 'mean_token_accuracy': 0.7902753204107285, 'epoch': 0.25}
{'loss': 0.9908, 'grad_norm': 8.952706336975098, 'learning_rate': 1.951263537906137e-05, 'num_tokens': 741089.0, 'mean_token_accuracy': 0.7241933345794678, 'epoch': 0.25}
{'loss': 0.9402, 'grad_norm': 5.665769577026367, 'learning_rate': 1.9509025270758124e-05, 'num_tokens': 745900.0, 'mean_token_accuracy': 0.754421666264534, 'epoch': 0.25}
{'loss': 0.8689, 'grad_norm': 4.6942596435546875, 'learning_rate': 1.9505415162454874e-05, 'num_tokens': 753922.0, 'mean_token_accuracy': 0.734118789434433, 'epoch': 0.25}
{'loss': 0.9112, 'grad_norm': 5.059916973114014, 'learning_rate': 1.9501805054151627e-05, 'num_tokens': 759353.0, 'mean_token_accuracy': 0.7546497732400894, 'epoch': 0.25}
{'loss': 0.6407, 'grad_norm': 6.7165021896362305, 'learning_rate': 1.9498194945848376e-05, 'num_tokens': 763868.0, 'mean_token_accuracy': 0.7899451553821564, 'epoch': 0.25}
{'loss': 0.6047, 'grad_norm': 4.997864723205566, 'learning_rate': 1.949458483754513e-05, 'num_tokens': 768730.0, 'mean_token_accuracy': 0.8254147619009018, 'epoch': 0.26}
{'loss': 0.632, 'grad_norm': 5.438941478729248, 'learning_rate': 1.9490974729241878e-05, 'num_tokens': 774540.0, 'mean_token_accuracy': 0.7855915129184723, 'epoch': 0.26}
